Year,Name,Frequency,Rank
2005,Ella,37,12
2005,Julia,28,13
2005,Brooke,27,14
2005,Hailey,27,14
2005,Lily,27,14
2005,Brooklyn,26,17
2005,Mackenzie,26,17
2005,Samantha,26,17
2005,Sophie,26,17
2006,Emma,72,1
2006,Madison,67,2
2006,Ava,65,3
2006,Olivia,65,3
2006,Hannah,64,5
2006,Emily,58,6
2006,Abigail,57,7
2006,Sarah,53,8
2006,Ella,42,9
2006,Chloe,39,10
2006,Lily,37,11
2006,Grace,36,12
2006,Brooke,32,13
2006,Sophia,31,14
2006,Faith,28,15
2006,Sophie,28,15
2006,Elizabeth,26,17
2006,Julia,25,18
2006,Brooklyn,24,19
2006,Rachel,24,19
2007,Emma,85,1
2007,Emily,77,2
2007,Ava,67,3
2007,Olivia,67,3
2007,Madison,63,5
2007,Chloe,54,6
2007,Hannah,52,7
2007,Abigail,51,8
2007,Ella,46,9
2007,Sophia,44,10
2007,Grace,42,11
2007,Sophie,36,12
2007,Brooke,35,13
2007,Sarah,34,14
2007,Brooklyn,32,15
2007,Hailey,31,16
2007,Julia,30,17
2007,Anna,28,18
2007,Alyssa,27,19
2007,Jenna,27,19
2007,Lauren,27,19
2008,Ava,67,1
2008,Olivia,65,2
2008,Emma,56,3
2008,Sophie,54,4
2008,Abigail,53,5
2008,Emily,53,5
2008,Ella,52,7
2008,Hannah,52,7
2008,Madison,48,9
2008,Sophia,46,10
2008,Lily,45,11
2008,Brooklyn,42,12
2008,Brooke,38,13
2008,Lauren,36,14
2008,Sarah,36,14
2008,Chloe,35,16
2008,Alexis,30,17
2008,Paige,30,17
2008,Julia,28,19
2008,Taylor,28,19
2009,Emma,75,1
2009,Olivia,60,2
2009,Ava,54,3
2009,Isabella,54,3
2009,Ella,50,5
2009,Sophie,50,5
2009,Abigail,48,7
2009,Lily,47,8
2009,Emily,46,9
2009,Hannah,43,10
2009,Madison,43,10
2009,Sophia,39,12
2009,Alexis,38,13
2009,Brooklyn,34,14
2009,Chloe,34,14
2009,Addison,30,16
2009,Anna,28,17
2009,Grace,28,17
2009,Julia,28,17
2009,Charlotte,25,20
2010,Ella,61,1
2010,Olivia,61,1
2010,Ava,60,3
2010,Emma,53,4
2010,Lily,53,4
2010,Abigail,49,6
2010,Sophie,48,7
2010,Emily,47,8
2010,Chloe,41,9
2010,Alexis,40,10
2010,Isabella,40,10
2010,Madison,40,10
2010,Brooklyn,39,13
2010,Sophia,37,14
2010,Charlotte,36,15
2010,Addison,31,16
2010,Hannah,28,17
2010,Nevaeh,28,17
2010,Peyton,28,17
2010,Sarah,27,20
2011,Emma,72,1
2011,Olivia,68,2
2011,Ava,65,3
2011,Ella,52,4
2011,Sophia,52,4
2011,Chloe,42,6
2011,Madison,42,6
2011,Sophie,42,6
2011,Lily,39,9
2011,Abigail,38,10
2011,Isabella,36,11
2011,Emily,33,12
2011,Addison,30,13
2011,Brooklyn,30,13
2011,Claire,30,13
2011,Alexis,29,16
2011,Mya,28,17
2011,Charlotte,26,18
2011,Grace,24,19
2011,Amelia,23,20
2011,Hailey,23,20
2011,Hannah,23,20
2012,Olivia,62,1
2012,Emma,58,2
2012,Lily,51,3
2012,Sophia,50,4
2012,Ava,48,5
2012,Sophie,47,6
2012,Emily,41,7
2012,Abigail,40,8
2012,Chloe,36,9
2012,Ella,35,10
2012,Isabella,35,10
2012,Charlotte,31,12
2012,Brooklyn,29,13
2012,Avery,27,14
2012,Leah,27,14
2012,Hannah,26,16
2012,Alexis,25,17
2012,Sadie,25,17
2012,Addison,24,19
2012,Madison,24,19
2013,Olivia,74,1
2013,Emma,56,2
2013,Ava,52,3
2013,Emily,47,4
2013,Lily,44,5
2013,Charlotte,43,6
2013,Sophia,43,6
2013,Ella,37,8
2013,Chloe,36,9
2013,Sadie,36,9
2013,Amelia,34,11
2013,Madison,30,12
2013,Isla,29,13
2013,Addison,27,14
2013,Sophie,26,15
2013,Abigail,25,16
2013,Hannah,25,16
2013,Brooklyn,24,18
2013,Claire,24,18
2013,Grace,24,18
2014,Emma,64,1
2014,Olivia,48,2
2014,Ava,45,3
2014,Sadie,44,4
2014,Sophia,42,5
2014,Abigail,41,6
2014,Ella,40,7
2014,Lily,40,7
2014,Brooklyn,38,9
2014,Chloe,37,10
2014,Charlotte,33,11
2014,Emily,32,12
2014,Peyton,29,13
2014,Amelia,28,14
2014,Claire,28,14
2014,Isabella,28,14
2014,Alexis,27,17
2014,Avery,27,17
2014,Hannah,26,19
2014,Nora,26,19
2014,Sarah,26,19
2015,Ava,58,1
2015,Olivia,54,2
2015,Emma,48,3
2015,Charlotte,41,4
2015,Sadie,41,4
2015,Abigail,35,6
2015,Emily,33,7
2015,Scarlett,32,8
2015,Sophia,32,8
2015,Amelia,30,10
2015,Audrey,28,11
2015,Madison,28,11
2015,Chloe,27,13
2015,Nora,26,14
2015,Sophie,26,14
2015,Alexis,25,16
2015,Ellie,25,16
2015,Addison,24,18
2015,Brooklyn,24,18
2015,Ella,24,18
2015,Grace,24,18
2015,Lily,24,18
2015,Peyton,24,18
2016,Olivia,54,1
2016,Emma,41,2
2016,Abigail,40,3
2016,Ava,38,4
2016,Charlotte,36,5
2016,Violet,35,6
2016,Amelia,33,7
2016,Sophia,31,8
2016,Claire,30,9
2016,Sophie,30,9
2016,Isla,29,11
2016,Evelyn,28,12
2016,Ellie,27,13
2016,Lily,27,13
2016,Emily,26,15
2016,Madison,26,15
2016,Scarlett,26,15
2016,Isabella,25,18
2016,Chloe,24,19
2016,Brooklyn,22,20
2016,Ella,22,20
2016,Ivy,22,20
2017,Olivia,53,1
2017,Charlotte,50,2
2017,Ava,38,3
2017,Scarlett,38,3
2017,Sophia,38,3
2017,Abigail,35,6
2017,Emma,35,6
2017,Evelyn,34,8
2017,Amelia,32,9
2017,Ella,31,10
2017,Hannah,30,11
2017,Lily,30,11
2017,Claire,29,13
2017,Avery,27,14
2017,Chloe,27,14
2017,Zoey,27,14
2017,Emily,25,17
2017,Isabella,25,17
2017,Sadie,25,17
2017,Ellie,24,20
2018,Olivia,44,1
2018,Sophia,42,2
2018,Charlotte,39,3
2018,Emma,39,3
2018,Amelia,35,5
2018,Ava,33,6
2018,Isla,32,7
2018,Abigail,31,8
2018,Evelyn,29,9
2018,Mia,28,10
2018,Sadie,28,10
2018,Scarlett,28,10
2018,Sophie,28,10
2018,Anna,26,14
2018,Ella,25,15
2018,Ellie,24,16
2018,Emily,23,17
2018,Hannah,23,17
2018,Lily,23,17
2018,Addison,22,20
2018,Lucy,22,20
2019,Charlotte,56,1
2019,Olivia,46,2
2019,Amelia,43,3
2019,Emma,40,4
2019,Abigail,33,5
2019,Isla,32,6
2019,Violet,32,6
2019,Ella,31,8
2019,Ava,30,9
2019,Sadie,30,9
2019,Isabella,28,11
2019,Sophie,28,11
2019,Lily,27,13
2019,Scarlett,27,13
2019,Sophia,27,13
2019,Ivy,25,16
2019,Chloe,23,17
2019,Claire,23,17
2019,Lucy,23,17
2019,Nora,22,20
2020,Olivia,56,1
2020,Charlotte,44,2
2020,Ava,37,3
2020,Ivy,37,3
2020,Nora,33,5
2020,Amelia,30,6
2020,Sophia,29,7
2020,Evelyn,28,8
2020,Isla,28,8
2020,Sophie,28,8
2020,Lily,27,11
2020,Scarlett,26,12
2020,Violet,26,12
2020,Emma,25,14
2020,Harper,24,15
2020,Ella,23,16
2020,Hannah,23,16
2020,Abigail,21,18
2020,Avery,21,18
2020,Grace,21,18
2021,Olivia,56,1
2021,Ava,41,2
2021,Ellie,37,3
2021,Isla,35,4
2021,Amelia,33,5
2021,Ivy,33,5
2021,Evelyn,31,7
2021,Violet,31,7
2021,Charlotte,29,9
2021,Harper,29,9
2021,Nora,28,11
2021,Ella,27,12
2021,Hannah,27,12
2021,Avery,25,14
2021,Emma,24,15
2021,Sophia,23,16
2021,Aurora,22,17
2021,Isabella,22,17
2021,Eleanor,21,19
2021,Everly,21,19
2021,Kinsley,21,19
2021,Lily,21,19
2021,Sadie,21,19
2021,Willow,21,19
2022,Violet,43,1
2022,Charlotte,42,2
2022,Emma,39,3
2022,Olivia,38,4
2022,Amelia,33,5
2022,Ellie,32,6
2022,Sadie,30,7
2022,Harper,29,8
2022,Lily,28,9
2022,Isla,27,10
2022,Nora,27,10
2022,Abigail,26,12
2022,Ivy,26,12
2022,Sophie,24,14
2022,Ella,23,15
2022,Evelyn,23,15
2022,Isabelle,23,15
2022,Scarlett,23,15
2022,Avery,22,19
2022,Everly,21,20
